"{18,3,2,5,4,15,17,16,6,11,12,13,8,9,10,7,20,21,22,23,37,29,30,24,25,28,26,27,39,40,43,44,41,42,31,32,14,45,36,38,35,55,56,58,63,61,60,59,48,47,49,62,57,33,34}","55","175"
"{5,4,22,23,2,6,11,12,8,9,10,7,21,29,30,24,25,28,26,27,39,40,43,44,41,42,14,3,13,55,58,63,60,59}","34","177"
"{5,4,22,23,37,2,9,10,11,12,13,14,24,25,26,27,28,29,30,38,3,6,8,7,21,36,55,58,63,60,59,61,48,47}","34","195"
"{5,4,2,3,6,8,11,12,13,22,23,14,36,37,7,9,10,30,29,28,27,26,25,24,38,21,55,58,63,61,60,59,48,47}","34","209"
"{22,23,24,25,26,27,28,29,30,39,40,41,9,10,11,12,4,13,42,43,44,5,6,14,37,38,7,45,55,58,56,63,59}","33","452"
"{5,4,22,32,24,2,3,6,7,8,10,11,12,13,14,21,23,25,26,27,28,29,30,37,38,9,31,55,58,63,60,59,57}","33","457"
"{5,4,6,11,12,13,9,10,7,22,23,37,29,30,24,25,28,26,27,39,40,43,44,41,42,32,14,38,8,57,55,58,63}","33","246"
"{5,4,22,2,3,6,7,8,11,12,13,14,21,23,24,25,26,27,28,29,30,31,37,38,32,9,10,55,58,63,60,59,57}","33","106"
"{5,4,22,10,9,24,2,3,6,7,8,11,12,13,14,55,58,63,60,59,48,62,21,23,25,26,27,28,29,30,36,37,38}","33","242"
"{5,4,22,2,3,6,7,8,11,12,13,14,21,23,24,25,26,27,28,29,30,31,37,38,32,10,9,55,58,63,60,59,57}","33","187"
"{29,24,25,30,32,28,27,26,23,4,5,7,9,10,11,12,13,14,6,39,40,41,42,44,43,59,55,58,63,57,21,22,38}","33","295"
"{5,4,22,23,37,28,26,3,2,6,11,12,13,8,9,10,7,21,29,30,24,25,27,14,36,38,45,55,58,56,63,59,48}","33","292"
"{5,4,22,32,9,10,2,3,6,7,8,11,12,13,14,21,23,24,25,26,27,28,29,30,37,38,31,55,58,63,60,59,57}","33","189"
"{5,4,22,37,3,2,6,11,12,13,8,9,10,7,21,23,29,30,24,25,28,26,27,32,14,38,55,58,57,63,60,59}","32","223"
"{8,4,5,6,7,9,10,11,12,13,22,23,24,29,30,37,14,25,26,27,28,32,39,40,41,42,43,44,55,58,63,57}","32","370"
"{22,23,24,25,26,27,28,29,30,9,10,11,6,7,8,12,13,39,40,41,42,43,44,4,5,2,3,14,37,58,63,55}","32","454"
"{6,7,8,9,11,12,13,14,23,24,25,27,28,29,30,32,37,38,4,5,10,2,3,26,22,21,55,58,63,60,59,57}","32","100"
"{5,4,22,23,3,2,6,11,12,13,8,9,10,7,21,37,29,30,24,25,28,26,27,32,14,38,55,58,57,60,63,59}","32","197"
"{5,4,22,23,13,2,3,6,7,8,9,10,11,12,30,29,37,21,24,25,38,32,14,28,26,27,55,58,63,60,59,57}","32","79"
"{5,4,22,3,2,6,11,12,13,8,10,7,21,23,37,29,9,26,27,32,14,38,30,24,25,28,55,58,57,60,63,59}","32","201"
"{24,25,26,27,28,29,30,21,23,39,40,41,42,43,44,7,9,10,11,12,13,14,8,22,55,58,63,60,59,4,5,6}","32","474"
"{21,38,9,10,4,22,32,7,11,13,14,23,24,25,26,27,28,29,30,37,6,12,2,5,3,8,31,55,58,63,59,57}","32","379"
"{5,4,22,23,37,3,2,6,11,12,13,8,10,7,21,29,30,24,25,28,26,27,36,38,9,45,55,58,56,63,59,48}","32","210"
"{2,3,6,7,8,11,12,13,14,39,40,41,42,43,44,55,58,4,5,9,10,23,24,25,26,27,28,29,30,22,21,37}","32","514"
"{3,2,11,12,13,8,9,10,7,5,4,6,21,22,23,37,14,29,30,24,25,28,26,27,38,36,55,58,63,60,59,48}","32","133"
"{5,4,22,11,12,13,14,21,30,32,37,38,2,3,6,7,8,9,10,23,24,25,26,27,28,29,55,58,63,60,59}","31","240"
"{3,2,6,11,12,13,8,9,10,7,21,29,30,24,25,28,26,27,14,38,5,4,22,23,37,55,58,63,60,59}","30","324"
"{3,5,4,2,6,11,12,13,8,21,9,10,22,14,23,24,25,26,27,28,29,30,37,7,38,55,63,58,60,59}","30","366"
"{21,23,24,28,29,30,55,22,58,63,60,7,9,4,5,6,39,25,26,27,10,11,12,13,14,40,41,42,43,44}","30","500"
"{5,4,3,2,6,11,12,13,8,9,10,7,22,23,37,29,30,24,25,28,26,27,31,32,14,38,58,63,55,57}","30","131"
"{4,5,6,11,12,3,2,22,14,23,37,8,7,9,10,13,21,24,25,26,27,28,29,30,38,55,58,63,60,59}","30","383"
"{22,37,10,7,21,23,5,4,6,11,12,13,8,9,29,30,24,25,28,26,27,32,14,38,55,58,63,60,57,59}","30","208"
"{4,22,6,7,8,11,12,13,14,23,24,25,26,27,28,29,30,37,5,9,10,2,3,38,21,55,58,63,60,59}","30","427"
"{4,5,6,11,22,9,10,7,8,12,13,14,21,2,57,60,55,23,24,25,26,27,28,29,30,37,3,63,58}","29","377"
"{21,23,24,25,3,8,2,6,7,11,12,5,4,9,10,13,14,57,60,55,22,63,58,26,27,28,29,30,31}","29","460"
"{4,5,6,7,9,10,11,12,13,14,8,39,40,41,42,43,44,37,55,58,28,24,25,26,27,29,30,22,23}","29","374"
"{23,22,5,7,9,10,11,12,13,14,32,8,4,6,24,25,26,27,28,29,30,59,55,58,63,57,38,37}","28","381"
"{7,8,11,12,13,14,23,24,25,26,27,28,29,30,37,38,4,5,9,10,22,6,2,3,32,31,59,21}","28","185"
"{21,7,23,22,37,29,8,9,10,11,12,13,32,28,24,25,30,27,26,45,56,55,58,63,57,59,36,38}","28","286"
"{22,21,23,24,25,26,5,4,2,9,10,3,6,7,8,11,12,13,14,63,27,28,29,30,58,55,59,37}","28","450"
"{7,9,10,11,12,13,14,22,23,24,25,26,28,29,30,32,38,8,4,5,6,27,45,55,58,63,57,59}","28","323"
"{5,4,6,11,12,13,8,9,10,7,22,23,37,29,30,24,25,28,26,27,14,38,45,55,58,56,63,59}","28","407"
"{14,4,5,9,10,8,22,6,7,11,12,13,23,24,25,26,27,28,29,30,37,55,58,63,2,3,21}","27","382"
"{5,4,6,11,12,13,8,9,10,7,22,23,37,29,30,24,25,28,26,27,32,14,38,55,58,63,57}","27","235"
"{22,23,24,25,26,27,28,29,30,4,5,6,7,9,10,11,12,13,14,32,38,8,58,63,59,57,55}","27","372"
"{4,5,7,9,10,11,12,13,14,22,23,24,25,26,27,28,29,30,38,8,6,15,32,57,55,58,63}","27","371"
"{5,8,4,6,11,12,28,26,7,25,55,27,32,14,38,13,9,10,22,23,29,30,24,58,63,57,59}","27","410"
"{7,8,9,10,11,13,14,22,23,24,25,4,5,6,12,26,27,28,29,30,32,38,55,58,63,57,59}","27","394"
"{8,5,4,6,11,12,13,9,10,7,22,55,58,63,23,37,29,30,24,25,28,26,27,32,14,38,57}","27","297"
"{4,5,6,32,38,7,9,10,11,12,13,14,24,25,26,27,28,29,30,8,55,22,23,58,63,59,57}","27","430"
"{22,23,24,25,26,27,28,29,30,38,32,55,57,59,58,63,9,4,5,6,10,11,12,13,7,14}","26","443"
"{27,14,5,32,4,6,11,12,13,8,9,10,55,58,63,57,7,22,23,37,29,30,24,25,28,26}","26","401"
"{3,2,5,4,6,11,12,13,37,14,8,9,10,7,39,40,43,44,41,42,38,45,55,56,58,59}","26","166"
"{5,4,6,12,13,8,9,10,7,29,30,24,25,14,11,59,63,58,55,22,23,26,27,28,38,37}","26","95"
"{2,3,6,38,37,22,7,8,11,12,13,14,21,23,24,25,26,27,28,29,30,10,4,5,9,59}","26","462"
"{32,14,5,4,6,11,12,13,8,9,10,7,22,23,37,29,30,24,25,28,26,27,55,58,57,63}","26","392"
"{24,25,29,30,38,22,23,26,27,28,55,59,58,63,9,10,11,7,14,13,12,8,4,5,6}","25","483"
"{22,23,24,25,26,27,28,29,30,4,5,8,57,55,63,58,6,7,9,10,11,12,13,14,32}","25","481"
"{14,22,23,24,25,26,27,28,29,30,4,5,6,7,9,10,11,12,13,8,57,55,58,63,32}","25","459"
"{5,4,6,11,55,58,57,63,12,13,9,10,7,22,23,29,30,24,25,28,26,27,32,14,8}","25","423"
"{27,28,29,30,22,23,24,25,26,8,4,5,6,7,9,10,11,12,13,14,59,55,58,63,32}","25","480"
"{5,4,8,6,11,12,13,9,10,7,22,23,29,30,24,25,55,58,63,57,28,26,27,32,14}","25","380"
"{5,4,6,11,12,13,8,9,10,7,22,23,29,30,24,25,28,26,27,38,14,55,58,63,59}","25","420"
"{5,4,6,11,12,13,8,9,10,7,22,23,29,30,24,25,28,26,27,32,14,58,63,55,57}","25","348"
"{22,23,29,30,24,25,28,26,27,4,5,9,10,2,3,6,7,8,11,12,13,14,55,58,63}","25","434"
"{22,23,24,25,26,27,28,29,30,32,4,5,6,7,9,10,11,12,13,14,55,57,58,63,38}","25","375"
"{24,25,30,29,5,9,8,4,6,7,10,11,12,13,32,55,58,57,26,27,28,22,23,14,38}","25","405"
"{25,26,29,27,28,8,7,9,10,12,13,24,30,11,4,5,6,14,22,23,59,55,58,63,38}","25","439"
"{4,6,11,12,13,8,9,10,7,22,23,37,29,30,24,25,28,26,27,14,5,55,58,63,59}","25","325"
"{22,23,24,25,26,27,28,29,55,58,63,57,59,30,32,38,4,5,6,7,9,10,11,12,13}","25","425"
"{8,4,5,6,7,9,10,11,12,13,14,24,22,25,29,30,38,23,26,27,28,55,63,58}","24","440"
"{5,4,6,11,12,13,8,9,10,7,22,23,37,29,30,24,25,28,26,27,14,55,58,63}","24","424"
"{26,27,14,5,4,6,11,12,13,8,9,10,7,22,23,37,29,30,24,25,28,58,55,63}","24","408"
"{30,29,4,5,6,32,8,7,9,10,11,12,13,14,55,58,57,22,28,27,26,25,24,23}","24","482"
"{25,26,27,21,23,24,28,29,30,55,22,58,63,60,13,12,11,10,9,7,14,6,5,4}","24","468"
"{38,22,23,24,25,26,27,28,29,30,58,63,59,7,9,10,11,12,13,14,6,5,4}","23","472"
"{5,4,6,11,12,13,8,9,10,7,22,23,29,30,24,25,28,26,27,14,55,58,63}","23","391"
"{5,4,6,11,12,13,8,9,10,7,22,23,29,30,24,25,28,26,27,14,55,58,63}","23","368"
"{22,23,24,25,26,27,28,29,30,8,5,4,6,11,12,13,10,7,9,14,55,58,63}","23","341"
"{5,4,6,11,12,13,8,9,10,7,22,23,29,30,24,25,28,26,27,14,55,58,63}","23","406"
"{28,26,27,14,38,11,12,13,8,9,10,7,22,55,59,23,29,30,24,25,58,63,37}","23","386"
"{8,15,3,2,4,5,7,22,39,40,41,42,43,44,73,74,75,78,79,77,72,82,83}","23","12"
"{11,12,13,8,9,10,7,22,23,29,30,24,25,28,26,27,14,38,55,58,59,63}","22","422"
"{22,23,24,25,26,27,28,29,30,7,55,4,5,6,9,10,11,12,13,14,58,63}","22","471"
"{24,25,26,27,28,29,30,7,22,23,4,5,6,9,10,11,12,13,14,55,58,63}","22","438"
"{7,36,37,38,39,40,41,42,43,44,48,59,55,4,5,6,9,10,11,12,13,14}","22","515"
"{5,4,6,11,12,13,8,9,10,7,29,30,24,25,28,26,27,14,38,55,58,59}","22","412"
"{5,4,6,11,12,13,8,9,10,7,29,30,24,25,28,26,27,32,55,58,57}","21","426"
"{11,12,13,4,5,6,7,9,10,14,55,58,24,25,29,30,26,27,28,23,22}","21","469"
"{4,5,9,10,6,7,11,12,13,39,40,41,42,43,44,55,2,3,8,14}","20","521"
"{4,5,6,7,9,10,14,11,12,13,59,55,38,24,25,26,27,28,29,30}","20","479"
"{24,25,29,30,39,40,41,42,43,44,22,23,26,27,28,38,55,59,58,63}","20","463"
"{11,12,13,8,9,10,7,29,30,24,25,28,26,27,38,14,55,58,59}","19","429"
"{43,44,41,42,22,21,23,29,30,24,25,28,26,27,39,40,58,63}","18","478"
"{22,23,24,25,26,27,28,29,30,58,63,14,13,12,11,10,9,7}","18","516"
"{38,4,5,6,7,9,10,11,12,13,14,3,2,8,55,59,57}","17","465"
"{23,22,24,26,27,28,29,30,39,40,41,42,43,44,25,58,63}","17","498"
"{4,9,10,5,8,11,12,13,2,3,6,7,14,56,55}","15","477"
"{39,40,41,44,42,43,26,27,28,29,30,24,25,22,23}","15","555"
"{22,23,29,30,24,25,28,26,27,32,38,58,63,57}","14","415"
"{3,5,4,2,6,11,12,13,7,10,9,8,14,55}","14","467"
"{10,7,14,38,5,4,6,11,12,13,8,9,55,59}","14","363"
"{22,23,29,30,58,63,24,25,28,26,27,32,38,57}","14","362"
"{14,38,4,8,5,6,7,9,10,11,12,13,57,55}","14","442"
"{32,38,57,59,58,29,30,24,25,26,27,28,22,23}","14","473"
"{22,23,24,25,26,27,28,29,30,38,57,58,63,32}","14","466"
"{22,23,29,30,24,25,28,26,27,32,57,58,63}","13","437"
"{8,14,7,9,10,11,12,13,4,5,6,59,55}","13","501"
"{23,24,25,26,27,28,29,30,22,38,57,59,32}","13","476"
"{55,4,5,6,7,9,10,11,12,13,14,38}","12","522"
"{18,8,3,4,2,44,43,42,41,40,39,64}","12","451"
"{55,11,12,13,14,10,9,7,6,5,4}","11","550"
"{32,57,24,25,29,30,22,23,26,27,28}","11","519"
"{37,38,31,33,36,34,32,35,57,62,59}","11","43"
"{44,43,40,41,42,39,15,16,17,56,55}","11","455"
"{72,83,82,73,74,75,76,77,79,78,80}","11","178"
"{11,12,13,14,55,9,10,7,4,6,5}","11","546"
"{22,23,29,30,24,25,28,26,27,58,63}","11","428"
"{23,24,25,26,27,28,29,30,22,58,63}","11","419"
"{26,27,28,24,25,29,30,58,22,23}","10","527"
"{24,25,29,30,58,26,27,28,22,23}","10","545"
"{58,24,25,30,26,27,28,29,22,23}","10","523"
"{30,29,24,25,58,26,27,28,22,23}","10","524"
"{32,59,57,24,25,26,27,28,29,30}","10","506"
"{24,25,29,30,58,26,27,28,22,23}","10","532"
"{32,59,57,29,30,25,24,27,26,28}","10","475"
"{57,22,23,24,25,26,27,28,29,30}","10","453"
"{24,25,29,30,58,26,27,28,22,23}","10","556"
"{58,29,30,24,25,22,23,26,27,28}","10","549"
"{24,25,29,30,58,26,27,28,22,23}","10","530"
"{72,83,82,73,74,75,76,77,79}","9","17"
"{75,76,72,83,82,73,74,77,79}","9","11"
"{72,83,82,73,74,75,76,77,79}","9","13"
"{26,30,25,27,28,29,22,23,24}","9","526"
"{33,34,37,32,31,35,14,57,62}","9","51"
"{37,31,33,34,32,35,57,62}","8","69"
"{39,40,41,42,43,44,37,38}","8","525"
"{31,33,34,37,32,35,57,62}","8","52"
"{58,29,30,24,25,26,27,28}","8","397"
"{58,11,12,13,14,9,10,7}","8","518"
"{34,37,33,31,32,35,57,62}","8","31"
"{37,31,33,34,32,35,57,62}","8","45"
"{14,13,11,12,10,9,7}","7","573"
"{29,30,24,25,26,27,28}","7","583"
"{14,13,12,11,10,9,7}","7","432"
"{39,40,41,42,43,44,36}","7","586"
"{44,43,42,41,40,39}","6","409"
"{73,80,72,83,82}","5","8"
"{57,32,59,38}","4","470"
"{36,37,38}","3","554"
"{38,59,32}","3","533"
"{57,62}","2","9"
"{45}","1","581"
"{45}","1","580"
"{38}","1","517"
"{38}","1","547"
"{56}","1","346"
"{45}","1","502"
"{45}","1","582"
"{43}","1","578"
"{57}","1","531"
"{2}","1","576"
"{42}","1","579"
"{38}","1","520"
